what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1349404945496
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1349404945505
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1349404945514
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1349404945520
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1349404945538
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1349404945547
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1349404945555
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1349404945556
started,bundle,net.sourceforge.vrapper.eclipse,0.20.0,"net.sourceforge.vrapper.eclipse",1349404945564
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1349404945569
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1349404945578
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1349404945579
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1349404945588
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1349404945596
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1349404945598
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1349404945598
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1349404945626
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1349404945626
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1349404945630
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1349404945634
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1349404945644
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1349404945651
started,bundle,org.eclipse.mylyn.github.ui,1.3.0.201202151440-r,"org.eclipse.mylyn.github.ui",1349404945659
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1349404945660
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1349404945669
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1349404945673
os,sysinfo,,,"linux",1349404945676
arch,sysinfo,,,"x86_64",1349404945676
ws,sysinfo,,,"gtk",1349404945676
locale,sysinfo,,,"en_US",1349404945676
processors,sysinfo,,,"2",1349404945676
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1349404945676
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1349404945676
java.specification.name,sysinfo,,,"Java Platform API Specification",1349404945676
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349404945676
java.specification.version,sysinfo,,,"1.6",1349404945676
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1349404945676
java.version,sysinfo,,,"1.6.0_24",1349404945676
java.vm.info,sysinfo,,,"mixed mode",1349404945676
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1349404945676
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1349404945676
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349404945676
java.vm.specification.version,sysinfo,,,"1.0",1349404945676
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1349404945676
java.vm.version,sysinfo,,,"20.0-b12",1349404945676
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1349404946188
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1349404946377
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1349404946438
executed,command,net.sourceforge.vrapper.eclipse,0.20.0,"net.sourceforge.vrapper.eclipse.commands.toggle",1349404946544
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1349404949715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349404951885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405108650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405175128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405190670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405191235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405479823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405490290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405524040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405525362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405558186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405587189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405625780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405631846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405642782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405663023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405704867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405718112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405721280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405793485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349405937200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406084340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406230282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406239682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406248733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406249650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406256133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406291708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406629263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406638080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406913228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349406915357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407004366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407007866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407359385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407534809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407536381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407538119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407560720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407561963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407564581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407565189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407775942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407775991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407790284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407791173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407806903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407816782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407949966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349407951281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408002143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408016305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408023582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408026794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408031065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408036157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408038755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408042194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408044005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408045531
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1349408046468
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349408046471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408046544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408047599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408047850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408047926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408190727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408192565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408197764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408211187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408224460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408224923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408260082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408261308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408422186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408423557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408461958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408462412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408465371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408471631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408472183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408472263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408475230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408475975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408606473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408608032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408617187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408618509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408681690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408683674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408698219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349408698683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409188505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409188556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409193167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409194045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409250153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409251143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409311917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409312736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409582413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409583522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409611433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409623403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409810389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409810402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409810662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349409811467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410360945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410361515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410361657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410361702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410378445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410379166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410430512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410431863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410575499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410575890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410576406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410577518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410812125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349410812167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349411098216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349411099662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349411156519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349411159157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349412694438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349412695024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349412712468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349412714586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349413693863
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349413697050
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1349413697801
error,log,,,"Invalid preference page path: Logging",1349413698308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.exit",1349413698313
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1349413698516
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1349413698538
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1349413698547
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1349413698558
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1349413698565
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1349413698578
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1349413698586
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1349413698594
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1349413698604
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1349878613184
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1349878613186
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1349878613186
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1349878613209
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1349878613233
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1349878613275
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1349878613285
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1349878613322
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1349878613323
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1349878613331
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1349878613336
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1349878613346
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1349878613346
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1349878613355
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1349878613366
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1349878613376
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1349878613380
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1349878613381
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1349878613381
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1349878613392
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1349878613396
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1349878613404
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1349878613415
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1349878613415
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1349878613422
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1349878613426
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1349878613434
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1349878613440
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1349878613440
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1349878613440
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1349878613444
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1349878613445
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1349878613445
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1349878613455
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1349878613466
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1349878613470
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1349878613471
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1349878613478
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1349878613482
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1349878613484
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1349878613492
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1349878613506
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1349878613516
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1349878613526
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1349878613532
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1349878613537
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1349878613555
